GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21
3812;Инспекция Федеральной налоговой службы по Свердловскому округу г. Иркутска;,664039,,,Иркутск г,,Железнодорожная 4-я ул,44,,;(3952) 40-70-10, 40-70-91;Код ОКПО:33288134, прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;Управление Федерального казначейства по Иркутской области;25701000;3812080809;381201001;Отделение Иркутск;042520001;;40101810900000010001;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00
3814;Межрайонная инспекция Федеральной налоговой службы № 14 по Иркутской области;,666302,Иркутская обл,,Саянск г,,Юбилейный мкр,41,,;(39553) 2-90-13, 2-90-14, 2-90-15;Код ОКПО:33288134, прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;Управление Федерального казначейства по Иркутской области;25601000,25601151,25601405,25601410,25601415,25601418,25601425,25601435,25608000,25608151,25608155,25608402,25608404,25608407,25608410,25608416,25608419,25608422,25608425,25608428,25608434,25608437,25608440,25608443,25610000,25610402,25610403,25610404,25610407,25610413,25610416,25610419,25610422,25610425,25610428,25610431,25610435,25622000,25622151,25622404,25622410,25622413,25622416,25622425,25622428,25622434,25622436,25622438,25622440,25622443,25622446,25622447,25622449,25622452,25622454,25622455,25622458,25622461,25622462,25720000,25726000;3814008935;381401001;Отделение Иркутск;042520001;;40101810900000010001;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00
3816;Межрайонная инспекция Федеральной налоговой службы № 6 по Иркутской области;,665253,Иркуская обл,,Тулун г,,Гидролизная ул,2а,,;(39530) 4-71-67, 6-04-00;Код ОКПО:33288134, прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;Управление Федерального казначейства по Иркутской области;25628000,25628101,25628105,25628155,25628160,25628165,25628402,25628407,25628410,25628411,25628413,25628416,25628419,25628422,25628423,25628424,25628425,25628428,25628431,25628434,25628437,25628440,25628443,25628446,25636000,25636101,25636105,25636155,25636156,25636162,25636174,25636402,25636404,25636406,25636408,25636410,25636413,25636415,25636417,25636422,25636427,25636428,25636431,25636434,25636437,25636440,25636443,25636446,25636452,25636455,25636458,25636461,25636462,25636463,25636465,25636466,25638000,25638401,25638404,25638407,25638408,25638410,25638413,25638416,25638419,25638422,25638425,25638428,25638431,25638437,25638438,25638440,25638442,25638443,25638444,25638445,25638446,25638449,25638452,25638453,25638454,25650000,25650151,25650162,25650165,25650402,25650407,25650410,25650414,25650416,25650419,25650422,25650425,25732000;3816007101;381601001;Отделение Иркутск;042520001;;40101810900000010001;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00
3817;Межрайонная инспекция Федеральной налоговой службы № 9 по Иркутской области;,666687,Иркутская обл,,Усть-Илимск г,,Дружбы Народов пр-кт,84,,;(39535) 6-73-79, 6-72-84;Код ОКПО:33288134, прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;Управление Федерального казначейства по Иркутской области;25642000,25642155,25642403,25642407,25738000;3817026322;381701001;Отделение Иркутск;042520001;;40101810900000010001;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00
3818;Межрайонная инспекция Федеральной налоговой службы № 13 по Иркутской области;,666784,Иркутская обл,,Усть-Кут г,,Кирова ул,23,,;(39565) 7-15-31;Код ОКПО:33288134, прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;Управление Федерального казначейства по Иркутской области;25614000,25614153,25614154,25614158,25614404,25614407,25614413,25614416,25614417,25614418,25614419,25616000,25616404,25616419,25616425,25616428,25620000,25620101,25620155,25620402,25620407,25620410,25620419,25620425,25620431,25620434,25620437,25620453,25644000,25644101,25644154,25644160,25644407,25644410,25644413,25644422;3818017835;381801001;Отделение Иркутск;042520001;;40101810900000010001;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00
3827;Межрайонная инспекция Федеральной налоговой службы № 12 по Иркутской области;,664075,,,Иркутск г,,Байкальская ул,249,,;(3952) 26-85-75, 26-85-76;Код ОКПО:33288134, прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;Управление Федерального казначейства по Иркутской области;25606000,25606151,25606404,25606407,25606419,25606422,25606425,25606431,25606434,25606437,25606440,25612000,25612155,25612160,25612163,25612404,25612407,25612408,25612410,25612413,25612416,25612422,25612425,25612428,25612431,25612434,25612437,25612438,25612439,25612440,25612441,25612442,25618000,25618151,25618402,25618404,25618407,25618410,25618413,25618416,25618419,25618422,25618425,25618428,25618431,25618437,25618443,25630000,25630402,25630404,25630407,25630410,25630413,25630420;3811085667;381101001;Отделение Иркутск;042520001;;40101810900000010001;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00
3849;Межрайонная инспекция Федеральной налоговой службы № 16 по Иркутской области;,664007,,,Иркутск г,,Декабрьских Событий ул,47а,,;(3952) 26-07-20, 26-07-24;Код ОКПО:33288134, прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;Управление Федерального казначейства по Иркутской области;25607000,25607405,25607408,25607410,25607414,25607420,25607424,25607428,25607432,25607434,25607435,25607441,25607448,25609000,25609402,25609405,25609407,25609416,25609419,25609424,25609429,25609435,25609438,25609440,25609442,25609449,25609450,25631000,25631404,25631407,25631417,25631422,25631424,25631425,25631426,25631427,25631429,25631433,25631440,25631445,25646000,25646151,25646402,25646404,25646407,25646413,25646422,25646425,25646428,25646431,25646434,25646437,25646446,25646447,25646448,25657000,25657401,25657402,25657413,25657416,25657419,25657420,25657422,25657432,25657435,25657442,25657444,25657447,25657448,25701000;3808185774;384901001;Отделение Иркутск;042520001;;40101810900000010001;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00
3851;Межрайонная инспекция Федеральной налоговой службы № 18 по Иркутской области;,665462,Иркутская обл,,Усолье-Сибирское г,,Менделеева ул,73,,;(39543) 6-30-07, 6-30-65;Код ОКПО:33288134, прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;Управление Федерального казначейства по Иркутской области;25605000,25605402,25605404,25605407,25605410,25605413,25605414,25605416,25605419,25605422,25605425,25605426,25605427,25605428,25605431,25605432,25605434,25605437,25629000,25629402,25629404,25629407,25629410,25629413,25629416,25629419,25629420,25629422,25629427,25640000,25640153,25640155,25640160,25640162,25640173,25640404,25640407,25640410,25640412,25640414,25640416,25640419,25640422,25648000,25648155,25648402,25648404,25648405,25648407,25648410,25648412,25648416,25648417,25648418,25648419,25648422,25648425,25648428,25648431,25648434,25648437,25648443,25736000,25745000,25746000;3819023623;385101001;Отделение Иркутск;042520001;;40101810900000010001;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00;38146;Межрайонная инспекция Федеральной налоговой службы № 17 по Иркутской области;,664007, Иркутская обл,, Иркутск г,, Советская ул, д 55,,;(3952) 28-98-28, 28-98-00, 28-98-03, 28-98-52;прием: понедельник и среда с 09.00 до 18.00, вторник и четверг с 09.00 до 20.00, пятница с 09.00 до 16.45, первая и третья субботы месяца с 10.00 до 15.00
3905;Межрайонная инспекция Федеральной налоговой службы №8 по городу Калининграду;,236010,,,Калининград г,,Победы пр-т,38а,,;(4012)-997436,(4012)-997466,(4012)-997505;Код ОКПО: 15314342. Часы приема налогоплательщиков: Пн,Ср. 09.00 - 18.00, Вт,Чт. 09.00 - 20.00, Пт. 09.00 - 17.00, 2ая и 4ая суббота месяца 10.00 - 15.00, без перерыва на обед;Управление Федерального Казначейства по Калининградской области;27701000,27707000;3905051102;390601001;ОТДЕЛЕНИЕ КАЛИНИНГРАД;042748001;;40101810000000010002;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед
3906;Межрайонная инспекция Федеральной налоговой службы №9 по городу Калининграду;,236006,,,Калининград г,,Дачная ул,6,,;(4012)-596019,(4012)-596024, (4012)-596096,(4012)-596057,;Код ОКПО: 15316298. Часы приема налогоплательщиков: Пн,Ср. 09.00 - 18.00, Вт,Чт. 09.00 - 20.00, Пт. 09.00 - 17.00, 2ая и 4ая суббота месяца 10.00 - 15.00, без перерыва на обед;Управление Федерального Казначейства по Калининградской области;27701000,27707000;3906110008;390601001;ОТДЕЛЕНИЕ КАЛИНИНГРАД;042748001;;40101810000000010002;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед
3914;Межрайонная инспекция Федеральной налоговой службы №2 по Калининградской области;,238150,Калининградская обл,,Черняховск г,,Калинина ул,8,,;(40141)-3-26-46,(40141)-3-00-42,(40161)-3-72-53;Код ОКПО: 56114767. Часы приема налогоплательщиков: Пн,Ср. 09.00 - 18.00, Вт,Чт. 09.00 - 20.00, Пт. 09.00 - 17.00, 3я и 4ая суббота месяца 10.00 - 15.00, без перерыва на обед;Управление Федерального Казначейства по Калининградской области;27605101,27618000,27618101,27618402,27618404,27618406,27621000,27621101,27621402,27621404,27624000,27624101,27624402,27624404,27624406,27636000,27636101,27636404,27636406,27639000,27639101,27639402,27639404,27639406,27709000,27716000,27730000;3914013576;391401001;ОТДЕЛЕНИЕ КАЛИНИНГРАД;042748001;;40101810000000010002;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед
3914;Межрайонная инспекция Федеральной налоговой службы №2 по Калининградской области;,238150,Калининградская обл,,Черняховск г,,Калинина ул,8,,;(40141)-3-26-46,(40141)-3-00-42,(40161)-3-72-53;Код ОКПО: 56114767. Часы приема налогоплательщиков: Пн,Ср. 09.00 - 18.00, Вт,Чт. 09.00 - 20.00, Пт. 09.00 - 17.00, 3я и 4ая суббота месяца 10.00 - 15.00, без перерыва на обед;Управление Федерального Казначейства по Калининградской области;27636402;3914013576;391401001;ОТДЕЛЕНИЕ КАЛИНИНГРАД О;042748001;;40101810000000010002;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед
3917;Межрайонная инспекция Федеральной налоговой службы №10 по Калининградской области;,238300,Калининградская обл,,Гурьевск г,,Крайняя ул,1,,;(40151)-30500,(40145)-37570,(40151)-33481,(40151)-30608,;Код ОКПО: 76104618. Часы приема налогоплательщиков: пн,ср. 09.00 - 18.00, вт,чт. 09.00 - 20.00, пт. 09.00 - 17.00, 2ая и 4ая суббота месяца 10.00 - 15.00, без перерыва на обед;Управление Федерального Казначейства по Калининградской области;27603000,27603101,27603404,27603406,27603408,27605101,27605102,27605402,27615000,27615101,27615407,27615410,27615418,27630000,27630101,27630402,27630404,27630406,27630408,27633000,27633155,27633404,27633413,27634101,27634102,27634103,27706000,27707000,27711000,27712000,27717000,27725000,27740000;3917007852;391701001;ОТДЕЛЕНИЕ КАЛИНИНГРАД;042748001;;40101810000000010002;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед
3917;Межрайонная инспекция Федеральной налоговой службы №10 по Калининградской области;,238300,Калининградская обл,,Гурьевск г,,Крайняя ул,1,,;(40151)-30500,(40145)-37570,(40151)-33481,(40151)-30608,;Код ОКПО: 76104618. Часы приема налогоплательщиков: пн,ср. 09.00 - 18.00, вт,чт. 09.00 - 20.00, пт. 09.00 - 17.00, 2ая и 4ая суббота месяца 10.00 - 15.00, без перерыва на обед;Управление Федерального Казначейства по Калининградской области;27603402,27615402,27633101;3917007852;391701001;ОТДЕЛЕНИЕ КАЛИНИНГРАД О;042748001;;40101810000000010002;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед;39048;Межрайонная инспекция Федеральной налоговой службы № 1 по Калининградской области;,236022,,,Калининград г,,Мусоргского ул,10а,,;(4012)997-306, (4012)997-366;Часы приема налогоплательщиков: Пн-ЧТ. 09.00 - 17.00, Пт. 09.00 - 16.00, без перерыва на обед
4001;Межрайонная инспекция Федеральной налоговой службы № 1 по Калужской области;,249210,Калужская обл,Бабынинский р-н,,Бабынино п,Ленина ул,23,,;48448 2-10-09;Код ОКПО: 04158407. Режим работы: понедельник и среда, пятница с 9.00 до 18.00, вторник и четверг с 9.00 до 20.00. Каждая вторая и четвертая суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье;Управление Федерального казначейства по Калужской области;29602000,29602103,29602408,29602420,29602440,29602448,29602452,29616000,29616101,29616104,29616404,29616408,29616412,29616416,29616420,29616424,29616428,29616432,29616436,29616440,29616444,29616448,29616452,29616456,29627000,29627101,29627412,29627424,29627425,29627440,29632000,29632401,29632404,29632408,29632412,29632416,29632420,29632424,29632432,29632436,29632440,29632444,29632448,29632456,29632460,29632464,29632468,29636000,29636101,29636157,29636404,29636408,29636412,29636416,29636420,29636424,29636426,29636428,29636432,29636436,29636440,29636445,29636447,29636448,29636452,29636456,29636460,29642000,29642412,29642415,29642418,29642438,29642448,29642456;4001000716;400101001;ОТДЕЛЕНИЕ КАЛУГА;042908001;;40101810500000010001;40032;Межрайонная инспекция Федеральной налоговой службы № 1 по Калужской области;,249210, Калужская обл,,, Бабынино п, Ленина ул, д 25,,;(084-48)-2-22-19;Пн-пт 09.00-18.00;40032;Межрайонная инспекция Федеральной налоговой службы № 1 по Калужской области;,249210, Калужская обл,,, Бабынино п, Ленина ул, д 25,,;(084-48)-2-22-19;Пн-пт 09.00-18.00
4004;Межрайонная инспекция Федеральной налоговой службы № 2 по Калужской области;,249860,Калужская обл,,Кондрово г,,Советская ул,8,,;48434 3-20-71;Код ОКПО: 72811460. Режим работы: понедельник и среда с 9.00 до 18.00, вторник и четверг с 9.00 до 20.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье;Управление Федерального казначейства по Калужской области;29608000,29608101,29608157,29608160,29608164,29608404,29608406,29608408,29608409,29608410,29608412,29608416,29608417,29608420,29608432,29608452,29608456,29608464,29615000,29615401,29615402,29615405,29615410,29615412,29615420,29615425,29615430,29615445,29615465,29625000,29625101,29625404,29625412,29625416,29625425,29625428,29625436,29625443,29625452,29625456,29625460,29625464,29650000,29650101,29650408,29650416,29650424,29650428,29650432,29650436,29650440,29650442,29650443,29650444,29650448,29650456,29650460;4004015005;400401001;ОТДЕЛЕНИЕ КАЛУГА;042908001;;40101810500000010001;40034;Межрайонная инспекция Федеральной налоговой службы № 2 по Калужской области;249010,Калужская область,г Кондрово,ул Советская,8,,,,,;(084-34)-2-61-61;Пн-чт 09.00-18.00, пт. 09.00-16.45;40034;Межрайонная инспекция Федеральной налоговой службы № 2 по Калужской области;249010,Калужская область,г Кондрово,ул Советская,8,,,,,;(084-34)-2-61-61;Пн-чт 09.00-18.00, пт. 09.00-16.45
4011;Межрайонная инспекция Федеральной налоговой службы № 3 по Калужской области;,249050,Калужская обл,,Малоярославец г,,Григория Соколова ул,33;48431 3-13-00;Код ОКПО: 72811804. Режим работы: понедельник и среда с 9.00 до 18.00, вторник и четверг с 9.00 до 20.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье;Управление Федерального казначейства по Калужской области;29613000,29613101,29613157,29613160,29613404,29613408,29613418,29613419,29613424,29613432,29613436,29613440,29613444,29613448,29613456,29613460,29623000,29623101,29623409,29623412,29623420,29623424,29623428,29623432,29623436,29623440,29623448,29623452,29623456,29623460,29623468,29623472,29623476,29623480,29623484;4011017003;401101001;ОТДЕЛЕНИЕ КАЛУГА;042908001;;40101810500000010001;40038;Межрайонная инспекция Федеральной налоговой службы № 3 по Калужской области;249010,Калужская область,г Малоярославец,ул Григория Соколова,33-а,,,,,;(084-31)-3-00-20;Пн-чт 09.00-18.00, пт. 09.00-16.45;40038;Межрайонная инспекция Федеральной налоговой службы № 3 по Калужской области;249010,Калужская область,г Малоярославец,ул Григория Соколова,33-а,,,,,;(084-31)-3-00-20;Пн-чт 09.00-18.00, пт. 09.00-16.45
4023;Межрайонная инспекция Федеральной налоговой службы № 4 по Калужской области;,249420,Калужская обл,,Киров г,,Пролетарская ул,9,,;48456 5-21-53;Код ОКПО: 10842533. Режим работы: понедельник и среда с 9.00 до 18.00, вторник и четверг с 9.00 до 20.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскреcенье;Управление Федерального казначейства по Калужской области;29604000,29604404,29604408,29604412,29604428,29604444,29614000,29614101,29614404,29614408,29614412,29614416,29614420,29614424,29614428,29614432,29614436,29614440,29614444,29614448,29618000,29618408,29618412,29618424,29618440,29618444,29629000,29629101,29629404,29629408,29629424,29629440,29629448,29629452,29629456,29629458,29629460,29629468,29634000,29634101,29634404,29634408,29634412,29634416,29634420,29634424,29634428,29634432,29634436,29634440,29634444,29634448;4023002940;402301001;ОТДЕЛЕНИЕ КАЛУГА;042908001;;40101810500000010001;40043;Межрайонная инспекция Федеральной налоговой службы № 4 по Калужской области;249420,Калужская область,г Киров,ул Пролетарская,7-а,,,,,;(084-56)-2-25-78;Пн-чт 09.00-18.00, пт. 09.00-16.45;40043;Межрайонная инспекция Федеральной налоговой службы № 4 по Калужской области;249420,Калужская область,г Киров,ул Пролетарская,7-а,,,,,;(084-56)-2-25-78;Пн-чт 09.00-18.00, пт. 09.00-16.45
4024;Межрайонная инспекция Федеральной налоговой службы № 5 по Калужской области;,249400,Калужская обл,,Людиново г,,Ленина ул,18,,;48444 6-29-07;Код ОКПО: 72811879. Режим работы: понедельник и четверг с 9.00 до 18.00, вторник и среда с 9.00 до 20.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье;Управление Федерального казначейства по Калужской области;29610000,29610151,29610404,29610408,29610412,29610416,29610420,29610424,29610428,29610432,29610436,29610440,29610444,29610448,29610452,29612000,29612101,29612404,29612416,29612420,29612428,29612436,29612444,29620000,29620101,29620404,29620416,29620428,29620432,29620440,29646000,29646404,29646408,29646412,29646416,29646420,29646424,29646428,29646432,29646436,29646438,29646444,29646448,29646456,29646460,29646464;4024008503;402401001;ОТДЕЛЕНИЕ КАЛУГА;042908001;;40101810500000010001;40044;Межрайонная инспекция Федеральной налоговой службы № 5 по Калужской области;249010,Калужская область,г Людиново,ул Ленина,18,,,,,;(084-44)-6-35-47;Пн-чт 09.00-18.00, пт. 09.00-16.45;40044;Межрайонная инспекция Федеральной налоговой службы № 5 по Калужской области;249010,Калужская область,г Людиново,ул Ленина,18,,,,,;(084-44)-6-35-47;Пн-чт 09.00-18.00, пт. 09.00-16.45
4025;Межрайонная инспекция Федеральной налоговой службы № 6 по Калужской области;,249020,Калужская обл,,Обнинск г,,Победы ул,29,,;48439 3-78-11;Код ОКПО: 72811810. Режим работы: понедельник и среда с 9.00 до 18.00, вторник и четверг с 9.00 до 20.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье;Управление Федерального казначейства по Калужской области;29606000,29606101,29606105,29606157,29606404,29606412,29606416,29606432,29606436,29715000;4025079000;402501001;ОТДЕЛЕНИЕ КАЛУГА;042908001;;40101810500000010001;40045;Межрайонная инспекция Федеральной налоговой службы № 6 по Калужской области;249010,Калужская область,г Обнинск,ул Победы,29,,,,,;(084-39)-6-29-93;Пн-чт 09.00-18.00, пт. 09.00-16.45;40045;Межрайонная инспекция Федеральной налоговой службы № 6 по Калужской области;249010,Калужская область,г Обнинск,ул Победы,29,,,,,;(084-39)-6-29-93;Пн-чт 09.00-18.00, пт. 09.00-16.45
